language,polarity,rating,source,text,time,wordsCount,details
en,5,0,Foursquare,Try the kiwi-watermelon-chicolate sauce and qander in the sun:),2012-08-25,9,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a506894f7
en,10,0,Foursquare,Totally in love.,2012-10-21,3,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a506894f9
en,10,0,Foursquare,Classicspecial is really good...,2013-04-22,4,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a506894fc
en,0,0,Foursquare,Personel are helpful and patient! The frozen yoghurt here is out of this world!,2013-05-05,14,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a506894fe
en,5,0,Foursquare,"Juices are delicious here! Get the ""body rocket""",2013-05-08,8,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a50689500
en,10,0,Foursquare,"I'd say the coffee at such is great! Perhaps the coffee maker is a bit floppy :) however, the atmosphere is great. Sit on the leather couch....",2013-05-27,26,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a50689501
en,10,0,Foursquare,a nice voice reeds aloud fairy tales in the toilet!,2013-06-09,10,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a50689502
en,10,0,Foursquare,Great place to drink a healthy juice with a lot of vegetables and fruits. Try number 3.,2013-07-04,16,http://tour-pedia.org/api/getReviewDetails?id=52a74e99ae9eef5a50689504
en,5,0,Foursquare,Try the shawarma plate with added falafel.,2011-07-07,7,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689522
en,10,0,Foursquare,Looking good! Wunch Platte mit Schawarma & Hallumi,2012-06-16,7,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689523
en,0,0,Foursquare,Really tasty! Far better than Meyman!,2012-07-17,6,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689524
en,10,0,Foursquare,Best Arabic food in Berlin,2012-08-18,5,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689525
en,5,0,Foursquare,"It's too much food. I rarely say that, but it's just too much. Don't even try to eat everything.",2013-09-13,19,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689527
en,8,0,Foursquare,"Tasty good Arabic delights, more than one can eat. Very tiny place, just a few seats inside and outside. They're offering vegetarian plates, take away is possible",2013-09-16,27,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689528
en,5,0,Foursquare,"Simple tip, eat here. Platters are beyond good. And cheap.",2013-10-21,10,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689529
en,5,0,Foursquare,awesome curry sauce!,2012-05-26,3,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a50689538
en,10,0,Foursquare,Definitely the best Vietnamese place in the neighborhood. A little pricier than the others (1-3 euro more per plate) but you can taste the difference.,2013-01-13,25,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a5068953a
en,8,0,Foursquare,I've been to all asian food restaurants in the area-this one is THE PLACE to eat asian.Tasty food and a big variety.Not that cheap but better you pay 1-2 eur more and eat like you should-with pleasure,2013-04-09,39,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a5068953b
en,10,0,Foursquare,"Try the awesome Summerrolls, just lovely",2013-07-24,6,http://tour-pedia.org/api/getReviewDetails?id=52a74e9aae9eef5a5068953c
en,10,0,Foursquare,Try the best Tartes in town! Options for Vegans and Vegetarians as well!,2011-05-03,13,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a5068954b
en,10,0,Foursquare,"nice location, very friendly stuff, free wlan",2011-08-04,7,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a5068954c
en,10,0,Foursquare,"SATURDAYS lovely Vegan Brunch/10 AM till 3 PM/ 9,90 €",2012-06-24,7,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a50689550
en,10,0,Foursquare,Good vegan food. Good prices as well. Very friendly owner who does all by herself. Free WLAN. Small and calm place to sit and rest after shopping in the area.,2012-08-12,30,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a50689551
en,5,0,Foursquare,Take all your omnivore friends here for brunch on Saturdays to experience that hip vegan cuisine you read so much about online. Make sure to bring all your infants and stay at least four hours.,2013-03-17,35,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a50689552
en,10,0,Foursquare,"great vegan place in Berlin, very good food and very friendly stuff!",2013-10-11,12,http://tour-pedia.org/api/getReviewDetails?id=52a74e9bae9eef5a50689554
en,5,0,Foursquare,"Döner is good, but staff is unkind.",2013-08-30,8,http://tour-pedia.org/api/getReviewDetails?id=52a74e9cae9eef5a5068956d
en,10,0,Foursquare,Best Shisha in Town.,2013-03-20,4,http://tour-pedia.org/api/getReviewDetails?id=52a74e9dae9eef5a50689585
en,5,0,Foursquare,Gibt's dort wifi??,2013-03-08,3,http://tour-pedia.org/api/getReviewDetails?id=52a74e9dae9eef5a50689592
en,0,0,Foursquare,"Uh, since May 2013 they raised the price for the Streuselschnecke from 1 Euro (what's already expensive) to 1,10 Euro now. Looking for another bakery now.",2013-05-03,23,http://tour-pedia.org/api/getReviewDetails?id=52a74e9dae9eef5a50689594
en,9,0,Foursquare,"One of Berlin's best artisan bakery that doesn't make any fuss about being awesome. Nor is it hip and/or fancy, so that's a big plus. Try the multi grain bread rolls and the delicious apple rolls.",2013-09-01,37,http://tour-pedia.org/api/getReviewDetails?id=52a74e9eae9eef5a506895ad
en,10,0,Foursquare,My favorite in Wedding. Their chili powder is really hot! Don't take too much..,2013-10-13,14,http://tour-pedia.org/api/getReviewDetails?id=52a74ea1ae9eef5a506895ef
en,0,0,Foursquare,Gross! Disgusting! Unacceptable!,2012-03-27,3,http://tour-pedia.org/api/getReviewDetails?id=52a74ea3ae9eef5a50689622
en,5,0,Foursquare,"Great Köfte, also check out the soups and the Ayran!",2012-12-15,11,http://tour-pedia.org/api/getReviewDetails?id=52a74ea4ae9eef5a50689643
en,10,0,Foursquare,very good meal for a smart price...,2010-06-25,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a5068964b
en,10,0,Foursquare,"The hähnchen schawarma. So so tasty, only €2. Unbeatable.",2011-11-16,9,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a5068964f
en,10,0,Foursquare,Try the Al-Safa plate! Delicious food and so much ... you won't bei able to walk afterwards. Awesome place!,2012-03-22,18,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689650
en,10,0,Foursquare,Go to eat here. It's good.,2011-12-23,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689653
en,10,0,Foursquare,Get the roast beef baguette. It's amazing! And don't forget the fresh cracked pepper!,2012-11-16,14,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689656
en,10,0,Foursquare,"Get the cheese plate and listen to what Fritz has to tell about it, it's awesome!",2013-02-08,16,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689657
en,10,0,Foursquare,Espresso macchiato (2€) is pretty good in here. ^_^,2013-08-09,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689658
en,10,0,Foursquare,Very good fallafel too! And friendly staff!,2013-07-03,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea5ae9eef5a50689669
en,5,0,Foursquare,Vietnamese cooking at it's best! Give it a try and you will come back!,2013-10-30,14,http://tour-pedia.org/api/getReviewDetails?id=52a74ea6ae9eef5a50689681
en,10,0,Foursquare,Small and cozy beer-garden next to S-Bahn. Great beer and food,2013-08-10,11,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689685
en,5,0,Foursquare,Eat some meat.,2011-11-01,3,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689690
en,10,0,Foursquare,"This restaurant cooks under paleolithic law – that's right, only food cavemen ate. Totally organic, no gluten or grains, no sugar. Arguably the healthiest diet out there and a very adventurous meal!",2011-12-14,31,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689691
en,8,0,Foursquare,Best restaurant in Europe! Make sure you try the antipasti plate and get shocked by the awesomeness of gluten free paleo diet!,2012-06-23,22,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689692
en,10,0,Foursquare,"Fantastic restaurant: meat is incredible, the selection of ingredients is amazing (gluten free) and service is excellent. Expansive for Berlin but the experience definitely worths it.",2012-08-02,26,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689693
en,5,0,Foursquare,Order a medium rare filet mignon and the Château Ninon! Also try the antipasti.,2012-08-06,15,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689694
en,5,0,Foursquare,"No reservation, no seat",2012-08-30,4,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689695
en,10,0,Foursquare,The first paleo restaurant in Europe. All sourced organic food and 100000% caveman diet ready for a contemporary lifestyle of joy. Better make a reservation or you might not get a seat (and food).,2012-11-04,33,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689696
en,10,0,Foursquare,"Not every kiez has a paleolithic restaurant. Ancient ingredients, modern gourmet food. The Hunter Gatherer Plate is a must, with a selection of pestos with flavorful and creative ingredients.",2012-11-18,29,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689698
en,10,0,Foursquare,Amazing food and great atmosphere. Hunter & Gatherer plate is outstanding,2013-02-16,10,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a50689699
en,10,0,Foursquare,"Order a medium rare filet mignon and a glass of the Bordeaux. The Espresso is great. And try a Grappa. Ahh, just try everything. One of the best Restaurant experiences in Berlin.",2013-02-22,32,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969a
en,5,0,Foursquare,Overpriced and overhyped.,2013-03-20,3,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969b
en,10,0,Foursquare,"There's a reason why good restaurants don't count calories or vitamins: taste comes first. Sauvage seems to pay all their attention to nutrition philosophy, but not the taste or skills of cooking.",2013-03-29,32,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969c
en,10,0,Foursquare,Pretty disappointing. Everything sounds good on paper but it just doesn't deliver. For this price range I expected better cooking.,2013-03-29,20,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969d
en,5,0,Foursquare,Really wanted to love it.  Charming atmosphere but the food was just not good enough.  Mutton = tough as nails.,2013-04-01,19,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969e
en,5,0,Foursquare,Now with weekend lunch menu!,2013-04-21,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a5068969f
en,1,0,Foursquare,They changed the menu and it is disappointing. Food is good but the flavors are not exceptional and do not deserve the expansive price.,2013-08-22,24,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a506896a1
en,10,0,Foursquare,No more steaks here. They opened another venue in pberg where they moved these kind of dishes. Still great other food here though and the homemade schnapps are delicious.,2013-08-25,29,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a506896a2
en,8,0,Foursquare,Love the concept. Food only ok. Service hit and miss.,2013-08-31,10,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a506896a3
en,5,0,Foursquare,Come for the Cabernet Sauvignon. Leave because of the food.,2013-09-01,10,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a506896a4
en,5,0,Foursquare,The original Sauvage. Caveman's bistro.,2013-10-19,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea7ae9eef5a506896a5
en,10,0,Foursquare,try the homemade fruit yoghurt — it is amazing!,2011-05-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896cb
en,10,0,Foursquare,Flat whites and delicious baked goods.,2011-06-19,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896cc
en,10,0,Foursquare,"The flat white is so good, you'll buy 2!",2011-08-16,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896cd
en,10,0,Foursquare,Best coffee of the Kiez.,2011-08-31,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896ce
en,10,0,Foursquare,Nice little coffee shop with brilliant baked goods. Cookies for the price of 1 € is always a win!,2011-10-18,17,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896cf
en,10,0,Foursquare,Gluten free cookies!,2011-11-22,3,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d2
en,5,0,Foursquare,"If you're looking for good coffee in ""Kreuzkölln"", you've found the right place. They have great pastries too.",2011-12-01,19,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d3
en,10,0,Foursquare,bagels are AMAZING! take a coffee and a bagel. best start of the day (except mondays: then they're closed :( ),2011-12-04,19,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d4
en,5,0,Foursquare,We tried the chocolate and peanut butter cake: Himmel,2012-02-17,9,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d6
en,5,0,Foursquare,New York Cheesecake all the way!,2012-03-02,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d7
en,5,0,Foursquare,The cookies are HUGE! Both in taste and size.,2012-04-12,9,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d8
en,10,0,Foursquare,Like walking into a coffee shop in Brooklyn. Great coffee and lovely staff.,2012-04-17,13,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896d9
en,10,0,Foursquare,"Really watery coffee. Good baked goods, though.",2012-06-09,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896da
en,5,0,Foursquare,"Now serving Five Elephant coffee, yum!",2012-06-12,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896db
en,5,0,Foursquare,Favorit breakfast place. Closed on mondays :(,2012-08-13,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896dc
en,5,0,Foursquare,"The Peanut Butter Pie is a calorific, sweet- toothed delight! Have it with the slightly bitter, caramely cappuccino.",2012-08-21,18,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896dd
en,5,0,Foursquare,Chocolate Chip Cookie.  Yum.,2012-09-26,4,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896de
en,5,0,Foursquare,Coffee and cake that will make you cry of happiness.,2012-10-01,10,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896df
en,5,0,Foursquare,"Cupcakes, pies and brownies",2012-10-02,4,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e0
en,5,0,Foursquare,Never knew what real scones should taste like till I tried theirs:  with clotted cream and some kind of berry jam - wow.,2012-11-02,23,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e1
en,10,0,Foursquare,"no wi-fi, just excellent coffee. and cakes too.",2012-12-02,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e2
en,10,0,Foursquare,Could also be in Brooklyn (the good part),2012-12-05,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e3
en,10,0,Foursquare,Espresso and Peanut butter cOokie! Great combo!,2013-02-11,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e5
en,10,0,Foursquare,Espresso and a mini browie! Wonderful!,2013-02-20,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e6
en,10,0,Foursquare,Mannnn this place is great! Get any of the pastries. The chutney one is lovely.,2013-02-26,15,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e7
en,10,0,Foursquare,Best coffee in the hood.,2013-02-26,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e8
en,10,0,Foursquare,New York Cheesecake is delicious.,2013-03-18,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896e9
en,5,0,Foursquare,Try the chocolate chip cookie! Awesome!,2013-04-09,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896eb
en,10,0,Foursquare,Raspberry pie is good&cute♡,2013-04-15,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896ec
en,10,0,Foursquare,"Cinnamon rolls, fresh from the oven. Heaven.",2013-05-07,7,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896ed
en,10,0,Foursquare,Nice and sunny place with delicious self-made Ginger-Beer (non-alcohol) and fresh cakes.,2013-06-15,12,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896ee
en,0,0,Foursquare,Closed on Monday... I hate you! :),2013-07-01,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896ef
en,5,0,Foursquare,"good coffee, downside is they only offer Bonanza beans and nothing else...",2013-07-04,12,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f0
en,10,0,Foursquare,I really liked the carrot-cake,2013-07-28,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f2
en,10,0,Foursquare,"Some pretty good baked goods here, not just the standard fare. OK, I *really* liked that cheddar and chutney pastie.",2013-07-30,20,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f3
en,10,0,Foursquare,Try the avocado bagel! Simply wonderful.,2013-07-31,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f4
en,8,0,Foursquare,Horrible service. No smiles. Just attitude. But the baked goods were nice.,2013-08-31,12,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f6
en,5,0,Foursquare,Peanut butter cookie is the legend,2013-09-01,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f7
en,10,0,Foursquare,Delicious chocolate cookie. Great espresso. Awesome cheese cake.,2013-09-08,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f8
en,10,0,Foursquare,Say hi to the people around you enjoying some beautiful cake and coffee. Be social ;-),2013-10-13,16,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896f9
en,10,0,Foursquare,"Nice little place, very fresh and delicious burgers..",2011-09-16,8,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a506896fe
en,10,0,Foursquare,Bio food and soooooooo delicious!!,2012-01-15,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689701
en,10,0,Foursquare,best burger in the town.,2012-05-07,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689703
en,10,0,Foursquare,Excellent cheeseburger! Get a large or extra large one.,2012-06-22,9,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689704
en,5,0,Foursquare,Seems like they have a new tenant ? Prices have increased by 2/3e but the quality of the food is way better !,2013-05-07,21,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a5068970b
en,5,0,Foursquare,Prenzlauer berg's silent achiever of burgers - well worth the try!,2013-06-25,11,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a5068970f
en,5,0,Foursquare,Bio Burgers - Chili Burger meat is great the rest is okish. #fail they forgot to put on the top half of my bun :'[,2013-10-19,25,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689712
en,10,0,Foursquare,Great organic ice cream,2012-05-23,4,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689715
en,10,0,Foursquare,Tasmanian pepper is pretty good,2012-05-23,5,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689716
en,5,0,Foursquare,Try their chocolate ice cream (sorbet),2012-05-25,6,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689717
en,10,0,Foursquare,"Ginger lemongrass is very good, but also pretty spicy.",2012-06-30,9,http://tour-pedia.org/api/getReviewDetails?id=52a74ea9ae9eef5a50689718
en,10,0,Foursquare,Lecker currywurst!! Nice staff and good prices,2013-07-06,7,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a50689751
en,10,0,Foursquare,Great food! Try the steak!!,2012-01-01,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a5068975c
en,10,0,Foursquare,The best entrecote ever!!!!!,2012-04-26,4,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a5068975d
en,5,0,Foursquare,Steak rib eye red. 4/5,2012-05-09,4,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a5068975e
en,0,0,Foursquare,"The service was really bad and unpolite. Food was alright, though.",2012-08-21,11,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a5068975f
en,0,0,Foursquare,Service is a bit slow,2012-10-28,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a50689760
en,5,0,Foursquare,Don't order spare ribs. It's awful.,2013-08-03,6,http://tour-pedia.org/api/getReviewDetails?id=52a74eabae9eef5a50689763
en,0,0,Foursquare,Great and cheap sudanese falafels!,2012-01-24,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a5068976b
en,10,0,Foursquare,this food is amazing! really good sauces and falafel. enjoy!,2012-07-30,10,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a5068976c
en,10,0,Foursquare,Tamiya Haloumi is the best!,2013-05-13,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a5068976d
en,5,0,Foursquare,Take the Tamyia Halloumi!,2013-05-13,4,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a5068976e
en,10,0,Foursquare,the chicken plate is superb.,2013-05-27,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a5068976f
en,10,0,Foursquare,Try the vegan plates - lots of delicious food and it's under 5€,2013-10-02,12,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a50689771
en,10,0,Foursquare,best falafel in town ❤️ amazing!,2013-10-06,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eacae9eef5a50689773
en,10,0,Foursquare,"Probably the best döner in Neukölln. Richly filled bread, great taste, good prices.",2013-05-20,15,http://tour-pedia.org/api/getReviewDetails?id=52a74eaeae9eef5a506897af
en,5,0,Foursquare,"Oh, look who is cheating now. Still the best Dőner in Neukoelln.",2013-07-22,13,http://tour-pedia.org/api/getReviewDetails?id=52a74eaeae9eef5a506897b0
en,5,0,Foursquare,Fantastic fish and chips.,2013-03-23,4,http://tour-pedia.org/api/getReviewDetails?id=52a74eafae9eef5a506897e5
en,5,0,Foursquare,"Very disappointment. Below average good. Friendly yet lazy, disorganized service. Go somewhere else. Do not recommend.",2013-07-07,16,http://tour-pedia.org/api/getReviewDetails?id=52a74eafae9eef5a506897e9
en,10,0,Foursquare,try the wostok limonade. a delicious kreuzberg original.,2011-09-01,8,http://tour-pedia.org/api/getReviewDetails?id=52a74eb0ae9eef5a50689804
en,10,0,Foursquare,The Delux Bagel (salmon and cream cheese) is amazing.,2012-07-12,9,http://tour-pedia.org/api/getReviewDetails?id=52a74eb0ae9eef5a50689805
en,5,0,Foursquare,"On my eternal search for great bagels in Berlin, this place is so far at the top of my list!",2013-07-18,20,http://tour-pedia.org/api/getReviewDetails?id=52a74eb0ae9eef5a50689808
en,10,0,Foursquare,Friendly service and strong Americanos. Bagels with delicious cream cheese are a welcome breakfast treat. The music is driving German electronica.,2013-09-12,21,http://tour-pedia.org/api/getReviewDetails?id=52a74eb0ae9eef5a5068980a
en,5,0,Foursquare,"Nice food! Like beer, dude? Prepare to walk much - men's restroom on the 2-nd floor... ;)",2011-11-05,16,http://tour-pedia.org/api/getReviewDetails?id=52a74eb2ae9eef5a5068982b
en,5,0,Foursquare,"For good old Self-baked bread, if you are tired of the industrial stuff at the supermarket or the backery-chains.",2011-08-28,19,http://tour-pedia.org/api/getReviewDetails?id=52a74eb3ae9eef5a50689848
en,5,0,Foursquare,Delicious vegan crossionts!,2013-08-29,3,http://tour-pedia.org/api/getReviewDetails?id=52a74eb3ae9eef5a5068984b
en,10,0,Foursquare,The beef Tapa is delicious!,2013-03-28,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eb6ae9eef5a5068989d
en,10,0,Foursquare,"Do your self a favor and come here, it's delicious, the prices are reasonable and the staff are friendly. 10/10!!",2013-07-13,19,http://tour-pedia.org/api/getReviewDetails?id=52a74eb6ae9eef5a5068989f
en,10,0,Foursquare,Pfeffersteak + Steaksalat = Tradition,2011-08-19,3,http://tour-pedia.org/api/getReviewDetails?id=52a74eb7ae9eef5a506898ab
en,10,0,Foursquare,"Fresh vietnamese food, not far from the canal.",2011-06-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898c2
en,5,0,Foursquare,Try the Yellow Curry With Tofu (via @Foodspotting),2012-02-09,8,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898c4
en,5,0,Foursquare,Good and cheap lunch offers!,2012-04-10,5,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898c5
en,0,0,Foursquare,Waited an hour for our food with no apology. Pho was average.,2012-07-09,12,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898c7
en,10,0,Foursquare,Food is ok and you can benefit for the 6€ lunch offer,2012-09-21,11,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898c9
en,10,0,Foursquare,"Definitely one of the better Asian spots in the city, a little sleazy but authentic interieur. Best offers around noon, perfectly creamy sauces.",2013-09-13,23,http://tour-pedia.org/api/getReviewDetails?id=52a74eb8ae9eef5a506898cc
en,10,0,Foursquare,The nice lounge club location under the TV Tower Berlin Mitte recommend of the Concierges,2012-04-27,15,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898da
en,5,0,Foursquare,"Super Location, gutes Essen, Top Party Tipp",2012-12-07,7,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898dd
en,5,0,Foursquare,Russian night all first friday http://mioberlin.de,2013-02-01,8,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898df
en,5,0,Foursquare,"Try the Pizza Berlin Style, würg Currywurst on Top.",2013-08-14,10,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898e4
en,10,0,Foursquare,Best Pizza in the Area. Check out the Minis.,2011-06-30,9,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898f1
en,5,0,Foursquare,Tourist go somewhere Else and take your trash Home with you... Thx,2011-07-24,12,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898f4
en,5,0,Foursquare,Worst club ever!!! Don't come here ever!!!,2011-07-31,7,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898f5
en,5,0,Foursquare,... Heads up ....,2011-08-19,2,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898f6
en,5,0,Foursquare,"Just like the old Bar25, perfect!",2011-09-05,6,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898f7
en,5,0,Foursquare,former club planet! epic.,2012-05-18,4,http://tour-pedia.org/api/getReviewDetails?id=52a74eb9ae9eef5a506898fb
